品类,成本口径,成本预测方法,折组,训练截止日,测试开始日,测试结束日,训练样本数,测试样本数,使用最大日期,泄漏检查,加权绝对百分比误差,平均绝对误差,路径变化误差,方向准确率,百分之九十区间覆盖率,百分之九十区间平均宽度
辣椒类,销量加权成本,指数加权移动平均,近期滚动回测,2023-06-09,2023-06-10,2023-06-16,1064,7,2023-06-09,通过,0.07143803756158752,0.2569572017370527,0.31155285005069056,0.14285714285714285,1.0,1.2906882908868715
辣椒类,销量加权成本,指数加权移动平均,近期滚动回测,2023-06-16,2023-06-17,2023-06-23,1071,7,2023-06-16,通过,0.14337701927572644,0.457146484431843,0.2545542869750541,0.0,0.8571428571428571,1.3083122007986887
辣椒类,销量加权成本,同星期最近4次统计,八折主要回测,2021-03-31,2021-04-01,2021-04-07,272,7,2021-03-31,通过,0.11509101629347161,0.5770414438743057,0.2519818051118949,0.42857142857142855,1.0,12.582098773954542
辣椒类,销量加权成本,同星期最近4次统计,八折主要回测,2021-06-30,2021-07-01,2021-07-07,363,7,2021-06-30,通过,0.25896653571384953,1.0403324386890411,0.4522154868516189,0.14285714285714285,1.0,3.824479693578798
辣椒类,销量加权成本,同星期最近4次统计,八折主要回测,2021-09-30,2021-10-01,2021-10-07,455,7,2021-09-30,通过,0.4339822769773589,1.8809115199440865,0.42275725623588084,0.0,0.42857142857142855,3.4175307056406745
辣椒类,销量加权成本,同星期最近4次统计,八折主要回测,2021-12-31,2022-01-01,2022-01-07,547,7,2021-12-31,通过,0.17986659949315392,1.0450662160266468,0.13958523289526945,0.2857142857142857,1.0,2.9986556232043675
辣椒类,销量加权成本,同星期最近4次统计,八折主要回测,2022-03-31,2022-04-01,2022-04-07,636,7,2022-03-31,通过,0.11029412875863114,1.0593578336099732,1.2014908247130756,0.2857142857142857,1.0,6.1200366529629875
辣椒类,销量加权成本,同星期最近4次统计,八折主要回测,2022-06-30,2022-07-01,2022-07-07,727,7,2022-06-30,通过,0.516736504975225,3.7036347395996345,0.5874246766719337,0.0,0.0,2.262245505146146
辣椒类,销量加权成本,同星期最近4次统计,八折主要回测,2022-09-30,2022-10-01,2022-10-07,819,7,2022-09-30,通过,0.15815180956986805,0.5180243680328713,0.7110174824009158,0.42857142857142855,1.0,2.51147415153056
辣椒类,销量加权成本,同星期最近4次统计,八折主要回测,2022-12-31,2023-01-01,2023-01-07,905,7,2022-12-31,通过,0.34940026388336304,0.709045431512292,0.2034948977342137,0.0,0.7142857142857143,1.9395419306225645
辣椒类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-03-17,2023-03-18,2023-03-24,980,7,2023-03-17,通过,0.08016272491093096,0.34275747071701385,0.5008784725532901,0.8571428571428571,1.0,3.2863196157110925
辣椒类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-03-24,2023-03-25,2023-03-31,987,7,2023-03-24,通过,0.06242647598841871,0.2809941663822885,0.3345606320922041,0.5714285714285714,1.0,2.2443744103899785
辣椒类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-03-31,2023-04-01,2023-04-07,994,7,2023-03-31,通过,0.07108891617768949,0.2893500145783753,0.17835831775465186,0.2857142857142857,1.0,1.916662604839104
辣椒类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-04-07,2023-04-08,2023-04-14,1001,7,2023-04-07,通过,0.03857876882242774,0.16358724974824032,0.20593576981666364,0.7142857142857143,1.0,1.7981205963466853
辣椒类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-04-14,2023-04-15,2023-04-21,1008,7,2023-04-14,通过,0.06202202613056739,0.2568161818982809,0.2986466782385569,0.8571428571428571,1.0,1.5980423886931376
辣椒类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-04-21,2023-04-22,2023-04-28,1015,7,2023-04-21,通过,0.22419071139113245,0.7746739799262483,0.40133318464190504,0.14285714285714285,0.2857142857142857,1.0907629628858047
辣椒类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-04-28,2023-04-29,2023-05-05,1022,7,2023-04-28,通过,0.12463915296409932,0.5298411359701091,0.3550140824682999,1.0,0.7142857142857143,1.3842934774697908
辣椒类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-05-05,2023-05-06,2023-05-12,1029,7,2023-05-05,通过,0.08108446927720242,0.3321876863924726,0.37321537630165896,1.0,0.8571428571428571,1.4193682380324741
辣椒类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-05-12,2023-05-13,2023-05-19,1036,7,2023-05-12,通过,0.0921342684752673,0.3624807201759989,0.25970941595089764,0.2857142857142857,1.0,1.4012021770742162
辣椒类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-05-19,2023-05-20,2023-05-26,1043,7,2023-05-19,通过,0.0675454121679596,0.2620875887316907,0.3916430277461567,0.8571428571428571,1.0,1.4147142314904482
辣椒类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-05-26,2023-05-27,2023-06-02,1050,7,2023-05-26,通过,0.0799133163108873,0.30864222887655995,0.32272401928891786,0.5714285714285714,1.0,1.4002103184579515
辣椒类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-06-02,2023-06-03,2023-06-09,1057,7,2023-06-02,通过,0.031227464341852595,0.11788450287918602,0.10721560972290474,0.5714285714285714,1.0,1.2822136953875365
辣椒类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-06-09,2023-06-10,2023-06-16,1064,7,2023-06-09,通过,0.06777990836368172,0.24379918852208846,0.29837082104930673,0.5714285714285714,0.8571428571428571,1.2906882908868715
辣椒类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-06-16,2023-06-17,2023-06-23,1071,7,2023-06-16,通过,0.18389680303299452,0.5863406662340979,0.3108222155379378,0.0,0.5714285714285714,1.3083122007986887
辣椒类,销量加权成本,同星期最近8次统计,八折主要回测,2021-03-31,2021-04-01,2021-04-07,272,7,2021-03-31,通过,0.048909694419735875,0.24522262115967056,0.19212641768560804,0.5714285714285714,1.0,12.58209877395454
辣椒类,销量加权成本,同星期最近8次统计,八折主要回测,2021-06-30,2021-07-01,2021-07-07,363,7,2021-06-30,通过,0.21203685633440017,0.8518043431143111,0.4785235773491045,0.14285714285714285,1.0,3.824479693578798
辣椒类,销量加权成本,同星期最近8次统计,八折主要回测,2021-09-30,2021-10-01,2021-10-07,455,7,2021-09-30,通过,0.21165516390124303,0.9173292485818979,0.2380715190856101,1.0,1.0,3.417530705640673
辣椒类,销量加权成本,同星期最近8次统计,八折主要回测,2021-12-31,2022-01-01,2022-01-07,547,7,2021-12-31,通过,0.33979505420236256,1.97428723576524,0.16156559942279106,0.2857142857142857,0.0,2.9986556232043675
辣椒类,销量加权成本,同星期最近8次统计,八折主要回测,2022-03-31,2022-04-01,2022-04-07,636,7,2022-03-31,通过,0.16689536003090077,1.6030037956853238,0.8527098868636869,0.2857142857142857,1.0,6.1200366529629875
辣椒类,销量加权成本,同星期最近8次统计,八折主要回测,2022-06-30,2022-07-01,2022-07-07,727,7,2022-06-30,通过,0.45805682772710016,3.2830565743796845,0.4587363297013097,0.0,0.0,2.2622455051461454
辣椒类,销量加权成本,同星期最近8次统计,八折主要回测,2022-09-30,2022-10-01,2022-10-07,819,7,2022-09-30,通过,0.2016989293113054,0.6606624399276101,0.6140485197917057,0.7142857142857143,1.0,2.51147415153056
辣椒类,销量加权成本,同星期最近8次统计,八折主要回测,2022-12-31,2023-01-01,2023-01-07,905,7,2022-12-31,通过,0.29208965269085163,0.5927437819611843,0.20485892174242673,0.42857142857142855,0.8571428571428571,1.9395419306225652
辣椒类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-03-17,2023-03-18,2023-03-24,980,7,2023-03-17,通过,0.08292089194023895,0.3545507618736092,0.4261373098148727,0.8571428571428571,1.0,3.2863196157110925
辣椒类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-03-24,2023-03-25,2023-03-31,987,7,2023-03-24,通过,0.09023258421667903,0.40615507092197817,0.31828541652160275,0.7142857142857143,1.0,2.2443744103899785
辣椒类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-03-31,2023-04-01,2023-04-07,994,7,2023-03-31,通过,0.046240796306452926,0.18821183110943165,0.26537522824051124,0.5714285714285714,1.0,1.916662604839104
辣椒类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-04-07,2023-04-08,2023-04-14,1001,7,2023-04-07,通过,0.04129847969468603,0.17511975934570767,0.3056228802952014,0.5714285714285714,1.0,1.7981205963466853
辣椒类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-04-14,2023-04-15,2023-04-21,1008,7,2023-04-14,通过,0.06565397830150115,0.27185509867621377,0.33518864450835534,0.8571428571428571,1.0,1.5980423886931376
辣椒类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-04-21,2023-04-22,2023-04-28,1015,7,2023-04-21,通过,0.23151536799375627,0.7999837746395903,0.29542815543193174,0.14285714285714285,0.2857142857142857,1.0907629628858047
辣椒类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-04-28,2023-04-29,2023-05-05,1022,7,2023-04-28,通过,0.11696043332839018,0.4971988928400391,0.3931397449061865,1.0,0.7142857142857143,1.384293477469791
辣椒类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-05-05,2023-05-06,2023-05-12,1029,7,2023-05-05,通过,0.0934268871834331,0.38275223081519283,0.35944831657063103,1.0,1.0,1.4193682380324741
辣椒类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-05-12,2023-05-13,2023-05-19,1036,7,2023-05-12,通过,0.07909202187490204,0.3111690527730885,0.18686472485895997,0.5714285714285714,1.0,1.4012021770742162
辣椒类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-05-19,2023-05-20,2023-05-26,1043,7,2023-05-19,通过,0.09973999200160735,0.3870079871423048,0.38348995068955144,0.7142857142857143,1.0,1.4147142314904482
辣椒类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-05-26,2023-05-27,2023-06-02,1050,7,2023-05-26,通过,0.06375674233460317,0.24624210292446014,0.36903390882866627,0.7142857142857143,1.0,1.4002103184579517
辣椒类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-06-02,2023-06-03,2023-06-09,1057,7,2023-06-02,通过,0.05691944968226685,0.21487242628783987,0.22193123364496867,0.42857142857142855,1.0,1.2822136953875365
辣椒类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-06-09,2023-06-10,2023-06-16,1064,7,2023-06-09,通过,0.07721705849755513,0.2777439016405303,0.27857913944961704,0.2857142857142857,0.7142857142857143,1.2906882908868715
辣椒类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-06-16,2023-06-17,2023-06-23,1071,7,2023-06-16,通过,0.1900434430531557,0.6059387502958195,0.2981221104162903,0.0,0.5714285714285714,1.3083122007986887
辣椒类,销量加权成本,指数加权移动平均加周内收缩,八折主要回测,2021-03-31,2021-04-01,2021-04-07,272,7,2021-03-31,通过,0.03870857757603851,0.19407642936996844,0.22380880317171745,0.5714285714285714,1.0,12.58209877395454
辣椒类,销量加权成本,指数加权移动平均加周内收缩,八折主要回测,2021-06-30,2021-07-01,2021-07-07,363,7,2021-06-30,通过,0.18009397537490113,0.7234819127441227,0.4280744085277339,0.14285714285714285,1.0,3.824479693578798
辣椒类,销量加权成本,指数加权移动平均加周内收缩,八折主要回测,2021-09-30,2021-10-01,2021-10-07,455,7,2021-09-30,通过,0.29628963006292725,1.284141330164056,0.32897373691514215,0.0,0.8571428571428571,3.417530705640673
辣椒类,销量加权成本,指数加权移动平均加周内收缩,八折主要回测,2021-12-31,2022-01-01,2022-01-07,547,7,2021-12-31,通过,0.1523290892148953,0.8850669624332079,0.12311198608334835,0.2857142857142857,1.0,2.9986556232043675
辣椒类,销量加权成本,指数加权移动平均加周内收缩,八折主要回测,2022-03-31,2022-04-01,2022-04-07,636,7,2022-03-31,通过,0.08463405565982876,0.8128968501091303,0.6381705585412147,0.2857142857142857,1.0,6.1200366529629875
辣椒类,销量加权成本,指数加权移动平均加周内收缩,八折主要回测,2022-06-30,2022-07-01,2022-07-07,727,7,2022-06-30,通过,0.40448087056977816,2.8990585904465136,0.5147523695647003,0.0,0.0,2.2622455051461454
辣椒类,销量加权成本,指数加权移动平均加周内收缩,八折主要回测,2022-09-30,2022-10-01,2022-10-07,819,7,2022-09-30,通过,0.14020635887021643,0.4592442580674193,0.6377907796361049,0.7142857142857143,1.0,2.5114741515305594
辣椒类,销量加权成本,指数加权移动平均加周内收缩,八折主要回测,2022-12-31,2023-01-01,2023-01-07,905,7,2022-12-31,通过,0.3065940842350789,0.6221779352409031,0.23834158886487064,0.14285714285714285,0.8571428571428571,1.9395419306225652
辣椒类,销量加权成本,指数加权移动平均加周内收缩,近期滚动回测,2023-03-17,2023-03-18,2023-03-24,980,7,2023-03-17,通过,0.07311093126084249,0.3126056144994486,0.2909516566606071,0.8571428571428571,1.0,3.2863196157110925
辣椒类,销量加权成本,指数加权移动平均加周内收缩,近期滚动回测,2023-03-24,2023-03-25,2023-03-31,987,7,2023-03-24,通过,0.05214246420654984,0.23470375398982896,0.23136000773288234,0.7142857142857143,1.0,2.2443744103899785
辣椒类,销量加权成本,指数加权移动平均加周内收缩,近期滚动回测,2023-03-31,2023-04-01,2023-04-07,994,7,2023-03-31,通过,0.0773000842327204,0.3146310522408396,0.1482118794290502,0.2857142857142857,1.0,1.916662604839104
辣椒类,销量加权成本,指数加权移动平均加周内收缩,近期滚动回测,2023-04-07,2023-04-08,2023-04-14,1001,7,2023-04-07,通过,0.0451151035276858,0.19130355720192785,0.24823250775656902,0.5714285714285714,1.0,1.7981205963466855
辣椒类,销量加权成本,指数加权移动平均加周内收缩,近期滚动回测,2023-04-14,2023-04-15,2023-04-21,1008,7,2023-04-14,通过,0.06424649485040507,0.2660270961334628,0.321846589533334,0.8571428571428571,1.0,1.5980423886931376
辣椒类,销量加权成本,指数加权移动平均加周内收缩,近期滚动回测,2023-04-21,2023-04-22,2023-04-28,1015,7,2023-04-21,通过,0.1876277276068075,0.6483333657659854,0.24166123376141804,0.14285714285714285,0.2857142857142857,1.0907629628858047
辣椒类,销量加权成本,指数加权移动平均加周内收缩,近期滚动回测,2023-04-28,2023-04-29,2023-05-05,1022,7,2023-04-28,通过,0.1572967910802943,0.6686687809443129,0.40194798417264943,1.0,0.5714285714285714,1.384293477469791
辣椒类,销量加权成本,指数加权移动平均加周内收缩,近期滚动回测,2023-05-05,2023-05-06,2023-05-12,1029,7,2023-05-05,通过,0.10371608887374205,0.4249051379600169,0.3266535570475435,1.0,0.7142857142857143,1.4193682380324741
辣椒类,销量加权成本,指数加权移动平均加周内收缩,近期滚动回测,2023-05-12,2023-05-13,2023-05-19,1036,7,2023-05-12,通过,0.06696872290355053,0.26347276978556905,0.20220307642003732,0.5714285714285714,1.0,1.4012021770742162
辣椒类,销量加权成本,指数加权移动平均加周内收缩,近期滚动回测,2023-05-19,2023-05-20,2023-05-26,1043,7,2023-05-19,通过,0.09181184086723668,0.35624542389462244,0.2679839562729247,0.8571428571428571,1.0,1.4147142314904482
辣椒类,销量加权成本,指数加权移动平均加周内收缩,近期滚动回测,2023-05-26,2023-05-27,2023-06-02,1050,7,2023-05-26,通过,0.05322412195017034,0.20556288222092453,0.26891812055922887,0.5714285714285714,1.0,1.4002103184579515
辣椒类,销量加权成本,指数加权移动平均加周内收缩,近期滚动回测,2023-06-02,2023-06-03,2023-06-09,1057,7,2023-06-02,通过,0.039415671641052294,0.14879520175537322,0.15253337896319766,0.5714285714285714,1.0,1.2822136953875365
辣椒类,销量加权成本,指数加权移动平均加周内收缩,近期滚动回测,2023-06-09,2023-06-10,2023-06-16,1064,7,2023-06-09,通过,0.07346069488917625,0.2642325467032701,0.3000120513403149,0.14285714285714285,1.0,1.2906882908868718
辣椒类,销量加权成本,指数加权移动平均加周内收缩,近期滚动回测,2023-06-16,2023-06-17,2023-06-23,1071,7,2023-06-16,通过,0.15971026759782667,0.5092237774842348,0.2698030251794871,0.0,0.8571428571428571,1.3083122007986887
辣椒类,销量加权成本,阻尼趋势,八折主要回测,2021-03-31,2021-04-01,2021-04-07,272,7,2021-03-31,通过,0.12421946958504207,0.6228095327951241,0.3232372459999251,0.42857142857142855,1.0,12.582098773954542
辣椒类,销量加权成本,阻尼趋势,八折主要回测,2021-06-30,2021-07-01,2021-07-07,363,7,2021-06-30,通过,0.15406715570544718,0.6189257595585167,0.40818938540048816,0.14285714285714285,1.0,3.824479693578798
辣椒类,销量加权成本,阻尼趋势,八折主要回测,2021-09-30,2021-10-01,2021-10-07,455,7,2021-09-30,通过,0.28522679213386776,1.2361941664020486,0.38270499751175335,0.0,0.8571428571428571,3.417530705640673
辣椒类,销量加权成本,阻尼趋势,八折主要回测,2021-12-31,2022-01-01,2022-01-07,547,7,2021-12-31,通过,0.059856680255764065,0.34778104725991216,0.14360126351937952,0.7142857142857143,1.0,2.9986556232043675
辣椒类,销量加权成本,阻尼趋势,八折主要回测,2022-03-31,2022-04-01,2022-04-07,636,7,2022-03-31,通过,0.06495201739821958,0.6238539550020301,0.5670834167631877,0.7142857142857143,1.0,6.1200366529629875
辣椒类,销量加权成本,阻尼趋势,八折主要回测,2022-06-30,2022-07-01,2022-07-07,727,7,2022-06-30,通过,0.3436550974496584,2.463098591062529,0.5429119997133617,0.0,0.0,2.2622455051461454
辣椒类,销量加权成本,阻尼趋势,八折主要回测,2022-09-30,2022-10-01,2022-10-07,819,7,2022-09-30,通过,0.1742595978247151,0.5707852365541901,0.6540700532545071,0.2857142857142857,0.8571428571428571,2.5114741515305594
辣椒类,销量加权成本,阻尼趋势,八折主要回测,2022-12-31,2023-01-01,2023-01-07,905,7,2022-12-31,通过,0.33053384476796405,0.6707594035222405,0.2597509280314891,0.0,0.7142857142857143,1.9395419306225645
辣椒类,销量加权成本,阻尼趋势,近期滚动回测,2023-03-17,2023-03-18,2023-03-24,980,7,2023-03-17,通过,0.12133150534416669,0.5187857565503439,0.2648007370669627,0.8571428571428571,1.0,3.2863196157110925
辣椒类,销量加权成本,阻尼趋势,近期滚动回测,2023-03-24,2023-03-25,2023-03-31,987,7,2023-03-24,通过,0.05221666300705984,0.23503773776459372,0.23559130717501406,0.2857142857142857,1.0,2.2443744103899785
辣椒类,销量加权成本,阻尼趋势,近期滚动回测,2023-03-31,2023-04-01,2023-04-07,994,7,2023-03-31,通过,0.06377267147122018,0.25957103318014374,0.12060911250330204,0.2857142857142857,1.0,1.916662604839104
辣椒类,销量加权成本,阻尼趋势,近期滚动回测,2023-04-07,2023-04-08,2023-04-14,1001,7,2023-04-07,通过,0.04580507380650525,0.1942292685132355,0.21258703898948386,0.7142857142857143,1.0,1.7981205963466862
辣椒类,销量加权成本,阻尼趋势,近期滚动回测,2023-04-14,2023-04-15,2023-04-21,1008,7,2023-04-14,通过,0.09343958730689562,0.38690767695641676,0.31483897576221526,0.14285714285714285,1.0,1.5980423886931376
辣椒类,销量加权成本,阻尼趋势,近期滚动回测,2023-04-21,2023-04-22,2023-04-28,1015,7,2023-04-21,通过,0.131688834695031,0.45504076887051875,0.21270981440037243,0.14285714285714285,0.7142857142857143,1.0907629628858049
辣椒类,销量加权成本,阻尼趋势,近期滚动回测,2023-04-28,2023-04-29,2023-05-05,1022,7,2023-04-28,通过,0.19416240844120275,0.825384548953177,0.4132177777715662,1.0,0.42857142857142855,1.384293477469791
辣椒类,销量加权成本,阻尼趋势,近期滚动回测,2023-05-05,2023-05-06,2023-05-12,1029,7,2023-05-05,通过,0.20566783698795585,0.8425821065783567,0.34300235983832,1.0,0.42857142857142855,1.4193682380324741
辣椒类,销量加权成本,阻尼趋势,近期滚动回测,2023-05-12,2023-05-13,2023-05-19,1036,7,2023-05-12,通过,0.06407961523607131,0.2521062517103211,0.21678214522224315,0.42857142857142855,1.0,1.4012021770742162
辣椒类,销量加权成本,阻尼趋势,近期滚动回测,2023-05-19,2023-05-20,2023-05-26,1043,7,2023-05-19,通过,0.1148257932460125,0.4455434397412184,0.28760112474459326,0.8571428571428571,1.0,1.4147142314904482
辣椒类,销量加权成本,阻尼趋势,近期滚动回测,2023-05-26,2023-05-27,2023-06-02,1050,7,2023-05-26,通过,0.030511343146054803,0.11784129841365289,0.23597786538891663,0.42857142857142855,1.0,1.4002103184579524
辣椒类,销量加权成本,阻尼趋势,近期滚动回测,2023-06-02,2023-06-03,2023-06-09,1057,7,2023-06-02,通过,0.041395600787880564,0.1562694865917838,0.1374457254329493,0.8571428571428571,1.0,1.2822136953875365
辣椒类,销量加权成本,阻尼趋势,近期滚动回测,2023-06-09,2023-06-10,2023-06-16,1064,7,2023-06-09,通过,0.06052471243127006,0.2177027991407405,0.31165148145532046,0.8571428571428571,1.0,1.290688290886872
辣椒类,销量加权成本,阻尼趋势,近期滚动回测,2023-06-16,2023-06-17,2023-06-23,1071,7,2023-06-16,通过,0.12853653437579723,0.4098287515515148,0.2545375989299752,1.0,0.8571428571428571,1.308312200798689
辣椒类,销量加权成本,指数平滑,八折主要回测,2021-03-31,2021-04-01,2021-04-07,272,7,2021-03-31,通过,0.040365544496333255,0.2023841028524997,0.2925478027154867,0.5714285714285714,1.0,12.58209877395454
辣椒类,销量加权成本,指数平滑,八折主要回测,2021-06-30,2021-07-01,2021-07-07,363,7,2021-06-30,通过,0.173649410881547,0.6975925078556541,0.4009094714700727,0.14285714285714285,1.0,3.8244796935787977
辣椒类,销量加权成本,指数平滑,八折主要回测,2021-09-30,2021-10-01,2021-10-07,455,7,2021-09-30,通过,0.35522959417654737,1.539591525638704,0.3779210849771984,0.0,0.7142857142857143,3.417530705640673
辣椒类,销量加权成本,指数平滑,八折主要回测,2021-12-31,2022-01-01,2022-01-07,547,7,2021-12-31,通过,0.05990658706282284,0.3480710172607564,0.14360126351937952,0.7142857142857143,1.0,2.9986556232043675
辣椒类,销量加权成本,指数平滑,八折主要回测,2022-03-31,2022-04-01,2022-04-07,636,7,2022-03-31,通过,0.060501266568767184,0.5811051903153377,0.5679653654585058,0.7142857142857143,1.0,6.1200366529629875
辣椒类,销量加权成本,指数平滑,八折主要回测,2022-06-30,2022-07-01,2022-07-07,727,7,2022-06-30,通过,0.38807505827620553,2.781472285324255,0.5449148525680649,0.0,0.0,2.2622455051461454
辣椒类,销量加权成本,指数平滑,八折主要回测,2022-09-30,2022-10-01,2022-10-07,819,7,2022-09-30,通过,0.1686392300582595,0.5523757888959625,0.6532479401177823,0.2857142857142857,0.8571428571428571,2.51147415153056
辣椒类,销量加权成本,指数平滑,八折主要回测,2022-12-31,2023-01-01,2023-01-07,905,7,2022-12-31,通过,0.31852716178055673,0.646393984832461,0.25637071731541733,0.0,0.8571428571428571,1.9395419306225645
辣椒类,销量加权成本,指数平滑,近期滚动回测,2023-03-17,2023-03-18,2023-03-24,980,7,2023-03-17,通过,0.08389791155345723,0.3587282742004381,0.2656600548387966,0.8571428571428571,1.0,3.2863196157110925
辣椒类,销量加权成本,指数平滑,近期滚动回测,2023-03-24,2023-03-25,2023-03-31,987,7,2023-03-24,通过,0.048167756791705894,0.21681279380084156,0.23892617577544786,0.7142857142857143,1.0,2.2443744103899785
辣椒类,销量加权成本,指数平滑,近期滚动回测,2023-03-31,2023-04-01,2023-04-07,994,7,2023-03-31,通过,0.10341272475986234,0.4209161571976045,0.12491244658859897,0.2857142857142857,1.0,1.916662604839104
辣椒类,销量加权成本,指数平滑,近期滚动回测,2023-04-07,2023-04-08,2023-04-14,1001,7,2023-04-07,通过,0.047870011338477104,0.20298531392546795,0.21732999946653594,0.7142857142857143,1.0,1.7981205963466864
辣椒类,销量加权成本,指数平滑,近期滚动回测,2023-04-14,2023-04-15,2023-04-21,1008,7,2023-04-14,通过,0.06152418026918852,0.2547547388711856,0.31466240608524565,0.8571428571428571,1.0,1.5980423886931376
辣椒类,销量加权成本,指数平滑,近期滚动回测,2023-04-21,2023-04-22,2023-04-28,1015,7,2023-04-21,通过,0.17323057667870284,0.5985851039407418,0.21270981440037243,0.14285714285714285,0.42857142857142855,1.0907629628858047
辣椒类,销量加权成本,指数平滑,近期滚动回测,2023-04-28,2023-04-29,2023-05-05,1022,7,2023-04-28,通过,0.19948929381737399,0.8480291428209329,0.4132177777715662,1.0,0.42857142857142855,1.3842934774697906
辣椒类,销量加权成本,指数平滑,近期滚动回测,2023-05-05,2023-05-06,2023-05-12,1029,7,2023-05-05,通过,0.1063876015740102,0.43584981862427935,0.34300235983832,1.0,0.7142857142857143,1.4193682380324741
辣椒类,销量加权成本,指数平滑,近期滚动回测,2023-05-12,2023-05-13,2023-05-19,1036,7,2023-05-12,通过,0.0617556173158112,0.2429630257015365,0.21566369856984294,0.5714285714285714,1.0,1.4012021770742162
辣椒类,销量加权成本,指数平滑,近期滚动回测,2023-05-19,2023-05-20,2023-05-26,1043,7,2023-05-19,通过,0.0848141609903845,0.329093246022349,0.2869207124324901,0.8571428571428571,1.0,1.4147142314904482
辣椒类,销量加权成本,指数平滑,近期滚动回测,2023-05-26,2023-05-27,2023-06-02,1050,7,2023-05-26,通过,0.04712015038677829,0.18198804544409317,0.23470914276079755,0.5714285714285714,1.0,1.4002103184579513
辣椒类,销量加权成本,指数平滑,近期滚动回测,2023-06-02,2023-06-03,2023-06-09,1057,7,2023-06-02,通过,0.034705997377046764,0.1310160569853291,0.1378416645007138,0.8571428571428571,1.0,1.2822136953875367
辣椒类,销量加权成本,指数平滑,近期滚动回测,2023-06-09,2023-06-10,2023-06-16,1064,7,2023-06-09,通过,0.0712516296617266,0.2562867066623714,0.31155285005069056,0.14285714285714285,1.0,1.2906882908868715
辣椒类,销量加权成本,指数平滑,近期滚动回测,2023-06-16,2023-06-17,2023-06-23,1071,7,2023-06-16,通过,0.14305722385234976,0.45612684157504113,0.2545542869750541,0.0,0.8571428571428571,1.3083122007986887
辣椒类,销量加权成本,滞后稳健回归,八折主要回测,2021-03-31,2021-04-01,2021-04-07,272,7,2021-03-31,通过,0.05169551802733931,0.2591901377277018,0.2925478027154867,0.42857142857142855,1.0,12.58209877395454
辣椒类,销量加权成本,滞后稳健回归,八折主要回测,2021-06-30,2021-07-01,2021-07-07,363,7,2021-06-30,通过,0.12577951528977147,0.5052873318856984,0.4009094714700727,0.8571428571428571,1.0,3.824479693578798
辣椒类,销量加权成本,滞后稳健回归,八折主要回测,2021-09-30,2021-10-01,2021-10-07,455,7,2021-09-30,通过,0.27244223152081104,1.1807849282598737,0.3779210849771984,0.0,1.0,3.417530705640673
辣椒类,销量加权成本,滞后稳健回归,八折主要回测,2021-12-31,2022-01-01,2022-01-07,547,7,2021-12-31,通过,0.059773482957939786,0.3472976518687396,0.14360126351937952,0.7142857142857143,1.0,2.9986556232043675
辣椒类,销量加权成本,滞后稳健回归,八折主要回测,2022-03-31,2022-04-01,2022-04-07,636,7,2022-03-31,通过,0.06378841376016225,0.6126777242899613,0.5679653654585058,0.7142857142857143,1.0,6.1200366529629875
辣椒类,销量加权成本,滞后稳健回归,八折主要回测,2022-06-30,2022-07-01,2022-07-07,727,7,2022-06-30,通过,0.34457429920234867,2.4696868377050376,0.5449148525680649,0.0,0.0,2.2622455051461454
辣椒类,销量加权成本,滞后稳健回归,八折主要回测,2022-09-30,2022-10-01,2022-10-07,819,7,2022-09-30,通过,0.15922965784927814,0.5215548472306454,0.6532479401177823,0.2857142857142857,1.0,2.511474151530559
辣椒类,销量加权成本,滞后稳健回归,八折主要回测,2022-12-31,2023-01-01,2023-01-07,905,7,2022-12-31,通过,0.3103171080111357,0.6297331470500903,0.25637071731541733,0.0,0.8571428571428571,1.9395419306225645
辣椒类,销量加权成本,滞后稳健回归,近期滚动回测,2023-03-17,2023-03-18,2023-03-24,980,7,2023-03-17,通过,0.13712476011471222,0.5863141004976872,0.2656600548387966,0.14285714285714285,1.0,3.2863196157110925
