品类,成本口径,成本预测方法,折组,训练截止日,测试开始日,测试结束日,训练样本数,测试样本数,使用最大日期,泄漏检查,加权绝对百分比误差,平均绝对误差,路径变化误差,方向准确率,百分之九十区间覆盖率,百分之九十区间平均宽度
花叶类,销量加权成本,同星期最近4次统计,八折主要回测,2021-12-31,2022-01-01,2022-01-07,547,7,2021-12-31,通过,0.294358248419832,0.6773427819323281,0.21492002804820642,0.14285714285714285,1.0,3.1123911416924903
花叶类,销量加权成本,同星期最近4次统计,八折主要回测,2022-03-31,2022-04-01,2022-04-07,636,7,2022-03-31,通过,0.0915136161770657,0.335346687641566,0.38792954319802003,0.42857142857142855,1.0,2.4237621865875134
花叶类,销量加权成本,同星期最近4次统计,八折主要回测,2022-06-30,2022-07-01,2022-07-07,727,7,2022-06-30,通过,0.09629086043124566,0.28665817880352923,0.20142920452406066,0.8571428571428571,1.0,2.0667303022674695
花叶类,销量加权成本,同星期最近4次统计,八折主要回测,2022-09-30,2022-10-01,2022-10-07,819,7,2022-09-30,通过,0.3715306542176607,0.8045442908460375,0.3711495972337228,0.8571428571428571,0.42857142857142855,1.6341312454562757
花叶类,销量加权成本,同星期最近4次统计,八折主要回测,2022-12-31,2023-01-01,2023-01-07,905,7,2022-12-31,通过,0.25621297046476305,0.6743158675912942,0.5299051560704459,0.14285714285714285,0.8571428571428571,1.8320350441819255
花叶类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-03-17,2023-03-18,2023-03-24,980,7,2023-03-17,通过,0.1236527398532146,0.34284631394299475,0.20936246851404175,0.14285714285714285,1.0,2.232044423215835
花叶类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-03-24,2023-03-25,2023-03-31,987,7,2023-03-24,通过,0.15667635500575805,0.5099455245087217,0.3489292084718314,0.42857142857142855,1.0,2.257411260657019
花叶类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-03-31,2023-04-01,2023-04-07,994,7,2023-03-31,通过,0.09153007793772117,0.2743830494096513,0.2715695835450702,0.7142857142857143,1.0,1.7233678123480973
花叶类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-04-07,2023-04-08,2023-04-14,1001,7,2023-04-07,通过,0.09132913428361912,0.26942537665561633,0.3527008068633873,0.8571428571428571,0.8571428571428571,1.12775977760133
花叶类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-04-14,2023-04-15,2023-04-21,1008,7,2023-04-14,通过,0.05470130007779603,0.16750879085068235,0.15223749674993795,1.0,1.0,1.0813127436198346
花叶类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-04-21,2023-04-22,2023-04-28,1015,7,2023-04-21,通过,0.06557584827077485,0.19480293094832998,0.32537162292638055,0.42857142857142855,0.8571428571428571,1.0400075702956055
花叶类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-04-28,2023-04-29,2023-05-05,1022,7,2023-04-28,通过,0.18144175019994588,0.6641763333615922,0.2706043193521448,0.7142857142857143,0.2857142857142857,0.9979382624723661
花叶类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-05-05,2023-05-06,2023-05-12,1029,7,2023-05-05,通过,0.1351261952015563,0.48209965337981064,0.3606105991019794,1.0,0.7142857142857143,1.2473623965755039
花叶类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-05-12,2023-05-13,2023-05-19,1036,7,2023-05-12,通过,0.04432655669079087,0.15077078609739386,0.16681810029444763,0.8571428571428571,1.0,1.3279960291618582
花叶类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-05-19,2023-05-20,2023-05-26,1043,7,2023-05-19,通过,0.0836012548725501,0.2638826357511889,0.14470890746448326,0.42857142857142855,1.0,1.1898354203938903
花叶类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-05-26,2023-05-27,2023-06-02,1050,7,2023-05-26,通过,0.021022093425448248,0.07202926337571691,0.052296611511464995,1.0,1.0,1.1208670214055712
花叶类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-06-02,2023-06-03,2023-06-09,1057,7,2023-06-02,通过,0.0388451256094036,0.1366311537256198,0.11489267479068022,0.14285714285714285,1.0,1.1070906469065271
花叶类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-06-09,2023-06-10,2023-06-16,1064,7,2023-06-09,通过,0.05041958700391793,0.17754730384603962,0.14653531771762784,0.42857142857142855,1.0,1.0059293305282915
花叶类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-06-16,2023-06-17,2023-06-23,1071,7,2023-06-16,通过,0.08125878064619967,0.25833833339920637,0.15708465960949916,0.14285714285714285,0.7142857142857143,0.91889961563699
花叶类,销量加权成本,同星期最近8次统计,八折主要回测,2021-03-31,2021-04-01,2021-04-07,272,7,2021-03-31,通过,0.13976154468333388,0.6177415887510521,0.3233501614781738,0.5714285714285714,0.7142857142857143,1.7767867992810422
花叶类,销量加权成本,同星期最近8次统计,八折主要回测,2021-06-30,2021-07-01,2021-07-07,363,7,2021-06-30,通过,0.13113857333132894,0.47167740878928294,0.15348544885499896,0.8571428571428571,0.8571428571428571,1.0931504375332022
花叶类,销量加权成本,同星期最近8次统计,八折主要回测,2021-09-30,2021-10-01,2021-10-07,455,7,2021-09-30,通过,0.06036639376649931,0.2691643219742631,0.3011379957523805,0.5714285714285714,1.0,1.476587396282321
花叶类,销量加权成本,同星期最近8次统计,八折主要回测,2021-12-31,2022-01-01,2022-01-07,547,7,2021-12-31,通过,0.7086551352920714,1.6306743342376218,0.20353414819414942,0.0,0.2857142857142857,3.1123911416924903
花叶类,销量加权成本,同星期最近8次统计,八折主要回测,2022-03-31,2022-04-01,2022-04-07,636,7,2022-03-31,通过,0.07558510903194182,0.2769775363247048,0.38155433461592864,0.5714285714285714,1.0,2.4237621865875134
花叶类,销量加权成本,同星期最近8次统计,八折主要回测,2022-06-30,2022-07-01,2022-07-07,727,7,2022-06-30,通过,0.05051693186279905,0.15038905688117568,0.20358663571973476,0.7142857142857143,1.0,2.0667303022674695
花叶类,销量加权成本,同星期最近8次统计,八折主要回测,2022-09-30,2022-10-01,2022-10-07,819,7,2022-09-30,通过,0.18839165272431718,0.40795941578915323,0.2224577126927135,0.8571428571428571,1.0,1.6341312454562757
花叶类,销量加权成本,同星期最近8次统计,八折主要回测,2022-12-31,2023-01-01,2023-01-07,905,7,2022-12-31,通过,0.3224715641252016,0.8486990027950697,0.4231983038741716,0.14285714285714285,0.8571428571428571,1.8320350441819255
花叶类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-03-17,2023-03-18,2023-03-24,980,7,2023-03-17,通过,0.1552756725524362,0.43052577761574146,0.15456809920146738,0.42857142857142855,1.0,2.2320444232158354
花叶类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-03-24,2023-03-25,2023-03-31,987,7,2023-03-24,通过,0.10702012116058088,0.34832589650310464,0.4104094679298698,0.5714285714285714,1.0,2.257411260657019
花叶类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-03-31,2023-04-01,2023-04-07,994,7,2023-03-31,通过,0.08086920360606782,0.24242455801098275,0.35510379656975083,0.5714285714285714,1.0,1.7233678123480973
花叶类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-04-07,2023-04-08,2023-04-14,1001,7,2023-04-07,通过,0.09409415892052514,0.27758233347015254,0.35162195866400014,1.0,0.8571428571428571,1.1277597776013302
花叶类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-04-14,2023-04-15,2023-04-21,1008,7,2023-04-14,通过,0.08537298254072141,0.2614330017088115,0.3166596906582366,1.0,0.8571428571428571,1.0813127436198346
花叶类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-04-21,2023-04-22,2023-04-28,1015,7,2023-04-21,通过,0.054009907486233466,0.1604445623809863,0.1870666769311562,0.7142857142857143,1.0,1.0400075702956055
花叶类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-04-28,2023-04-29,2023-05-05,1022,7,2023-04-28,通过,0.21433306390633847,0.7845765836506474,0.22812681128415777,0.2857142857142857,0.14285714285714285,0.9979382624723661
花叶类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-05-05,2023-05-06,2023-05-12,1029,7,2023-05-05,通过,0.16061658675621557,0.5730435959268984,0.27290762335566493,1.0,0.5714285714285714,1.2473623965755039
花叶类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-05-12,2023-05-13,2023-05-19,1036,7,2023-05-12,通过,0.07877431083617122,0.26794016173869606,0.15736773713289912,0.8571428571428571,1.0,1.3279960291618582
花叶类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-05-19,2023-05-20,2023-05-26,1043,7,2023-05-19,通过,0.04886340999901676,0.15423459183703317,0.1342240211867208,0.7142857142857143,1.0,1.1898354203938906
花叶类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-05-26,2023-05-27,2023-06-02,1050,7,2023-05-26,通过,0.07128917489328424,0.2442623886358466,0.15865694539427788,0.2857142857142857,1.0,1.1208670214055712
花叶类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-06-02,2023-06-03,2023-06-09,1057,7,2023-06-02,通过,0.07077318393888228,0.24893269419790798,0.1642905732682535,0.14285714285714285,1.0,1.107090646906527
花叶类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-06-09,2023-06-10,2023-06-16,1064,7,2023-06-09,通过,0.055884634159663805,0.19679189598874697,0.1647410503684601,0.42857142857142855,1.0,1.0059293305282913
花叶类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-06-16,2023-06-17,2023-06-23,1071,7,2023-06-16,通过,0.0828063630097105,0.26325841520954174,0.19813126249829982,0.14285714285714285,0.8571428571428571,0.91889961563699
花叶类,销量加权成本,指数加权移动平均加周内收缩,八折主要回测,2021-03-31,2021-04-01,2021-04-07,272,7,2021-03-31,通过,0.08864721600303126,0.39181787934689527,0.30455510028574223,0.5714285714285714,1.0,1.7767867992810424
花叶类,销量加权成本,指数加权移动平均加周内收缩,八折主要回测,2021-06-30,2021-07-01,2021-07-07,363,7,2021-06-30,通过,0.044002473230929214,0.15826748779282415,0.09097926980597186,0.8571428571428571,1.0,1.0931504375332022
花叶类,销量加权成本,指数加权移动平均加周内收缩,八折主要回测,2021-09-30,2021-10-01,2021-10-07,455,7,2021-09-30,通过,0.04564898085465986,0.2035416763189095,0.24850937291712785,0.5714285714285714,1.0,1.476587396282321
花叶类,销量加权成本,指数加权移动平均加周内收缩,八折主要回测,2021-12-31,2022-01-01,2022-01-07,547,7,2021-12-31,通过,0.2883454458595412,0.6635068237580276,0.1752918123951331,0.0,1.0,3.11239114169249
花叶类,销量加权成本,指数加权移动平均加周内收缩,八折主要回测,2022-03-31,2022-04-01,2022-04-07,636,7,2022-03-31,通过,0.07779726929002768,0.28508387772035076,0.26458234424233895,0.5714285714285714,1.0,2.4237621865875134
花叶类,销量加权成本,指数加权移动平均加周内收缩,八折主要回测,2022-06-30,2022-07-01,2022-07-07,727,7,2022-06-30,通过,0.043624898475923754,0.12987145292492622,0.19463546753635375,0.8571428571428571,1.0,2.0667303022674695
花叶类,销量加权成本,指数加权移动平均加周内收缩,八折主要回测,2022-09-30,2022-10-01,2022-10-07,819,7,2022-09-30,通过,0.05799255070912319,0.12558203490065215,0.2458563232516231,0.8571428571428571,1.0,1.6341312454562757
花叶类,销量加权成本,指数加权移动平均加周内收缩,八折主要回测,2022-12-31,2023-01-01,2023-01-07,905,7,2022-12-31,通过,0.191435833110633,0.5038317133511873,0.37794109045886987,0.14285714285714285,0.8571428571428571,1.8320350441819255
花叶类,销量加权成本,指数加权移动平均加周内收缩,近期滚动回测,2023-03-17,2023-03-18,2023-03-24,980,7,2023-03-17,通过,0.09465379071815913,0.2624422498601745,0.1698431595933255,0.42857142857142855,1.0,2.2320444232158354
花叶类,销量加权成本,指数加权移动平均加周内收缩,近期滚动回测,2023-03-24,2023-03-25,2023-03-31,987,7,2023-03-24,通过,0.11466104206217782,0.37319533782213016,0.3116889136921969,0.42857142857142855,1.0,2.257411260657019
花叶类,销量加权成本,指数加权移动平均加周内收缩,近期滚动回测,2023-03-31,2023-04-01,2023-04-07,994,7,2023-03-31,通过,0.07241971167767625,0.21709520821132675,0.2934491092530929,0.5714285714285714,1.0,1.7233678123480973
花叶类,销量加权成本,指数加权移动平均加周内收缩,近期滚动回测,2023-04-07,2023-04-08,2023-04-14,1001,7,2023-04-07,通过,0.06643460100342177,0.195985295806345,0.306527004930327,1.0,0.8571428571428571,1.1277597776013297
花叶类,销量加权成本,指数加权移动平均加周内收缩,近期滚动回测,2023-04-14,2023-04-15,2023-04-21,1008,7,2023-04-14,通过,0.06085401477557183,0.1863499115920154,0.28944983637868277,1.0,1.0,1.0813127436198346
花叶类,销量加权成本,指数加权移动平均加周内收缩,近期滚动回测,2023-04-21,2023-04-22,2023-04-28,1015,7,2023-04-21,通过,0.04219108587280743,0.12533497323554257,0.16364488931457233,0.5714285714285714,1.0,1.0400075702956055
花叶类,销量加权成本,指数加权移动平均加周内收缩,近期滚动回测,2023-04-28,2023-04-29,2023-05-05,1022,7,2023-04-28,通过,0.2004157078623802,0.7336314263360949,0.19719079501506984,0.2857142857142857,0.14285714285714285,0.9979382624723661
花叶类,销量加权成本,指数加权移动平均加周内收缩,近期滚动回测,2023-05-05,2023-05-06,2023-05-12,1029,7,2023-05-05,通过,0.04653760589983962,0.16603563535533125,0.2705209508985473,1.0,1.0,1.2473623965755039
花叶类,销量加权成本,指数加权移动平均加周内收缩,近期滚动回测,2023-05-12,2023-05-13,2023-05-19,1036,7,2023-05-12,通过,0.02542775031187114,0.08648905282565186,0.1075101908663092,0.8571428571428571,1.0,1.3279960291618578
花叶类,销量加权成本,指数加权移动平均加周内收缩,近期滚动回测,2023-05-19,2023-05-20,2023-05-26,1043,7,2023-05-19,通过,0.05296218523453802,0.16717214419973322,0.15337035381459221,0.42857142857142855,1.0,1.1898354203938906
花叶类,销量加权成本,指数加权移动平均加周内收缩,近期滚动回测,2023-05-26,2023-05-27,2023-06-02,1050,7,2023-05-26,通过,0.06549342944994672,0.22440407735599047,0.04843119604037834,0.14285714285714285,1.0,1.1208670214055712
花叶类,销量加权成本,指数加权移动平均加周内收缩,近期滚动回测,2023-06-02,2023-06-03,2023-06-09,1057,7,2023-06-02,通过,0.03865391764008186,0.13595861206073614,0.0683797023656616,0.14285714285714285,1.0,1.107090646906527
花叶类,销量加权成本,指数加权移动平均加周内收缩,近期滚动回测,2023-06-09,2023-06-10,2023-06-16,1064,7,2023-06-09,通过,0.041946916862424036,0.1477116818310836,0.13818470598676216,0.42857142857142855,1.0,1.0059293305282915
花叶类,销量加权成本,指数加权移动平均加周内收缩,近期滚动回测,2023-06-16,2023-06-17,2023-06-23,1071,7,2023-06-16,通过,0.07843430868698036,0.24935875761828882,0.16249376829282922,0.14285714285714285,0.8571428571428571,0.91889961563699
花叶类,销量加权成本,阻尼趋势,八折主要回测,2021-03-31,2021-04-01,2021-04-07,272,7,2021-03-31,通过,0.09748841246742065,0.4308956869279914,0.2943746660534085,0.42857142857142855,1.0,1.7767867992810424
花叶类,销量加权成本,阻尼趋势,八折主要回测,2021-06-30,2021-07-01,2021-07-07,363,7,2021-06-30,通过,0.027017732623250315,0.09717700743090159,0.07855533571947786,0.8571428571428571,1.0,1.0931504375332024
花叶类,销量加权成本,阻尼趋势,八折主要回测,2021-09-30,2021-10-01,2021-10-07,455,7,2021-09-30,通过,0.039455851052736454,0.1759274777553635,0.22309795046565442,0.5714285714285714,1.0,1.476587396282321
花叶类,销量加权成本,阻尼趋势,八折主要回测,2021-12-31,2022-01-01,2022-01-07,547,7,2021-12-31,通过,0.07970564392548336,0.18340930781458306,0.17365357619110436,1.0,1.0,3.1123911416924903
花叶类,销量加权成本,阻尼趋势,八折主要回测,2022-03-31,2022-04-01,2022-04-07,636,7,2022-03-31,通过,0.05021575971459875,0.18401293043772965,0.2200344000058506,0.5714285714285714,1.0,2.423762186587513
花叶类,销量加权成本,阻尼趋势,八折主要回测,2022-06-30,2022-07-01,2022-07-07,727,7,2022-06-30,通过,0.04233968752536809,0.12604537609048252,0.19634353686500897,0.8571428571428571,1.0,2.0667303022674695
花叶类,销量加权成本,阻尼趋势,八折主要回测,2022-09-30,2022-10-01,2022-10-07,819,7,2022-09-30,通过,0.07912790466027865,0.1713503400549569,0.25803598119556304,0.8571428571428571,1.0,1.6341312454562757
花叶类,销量加权成本,阻尼趋势,八折主要回测,2022-12-31,2023-01-01,2023-01-07,905,7,2022-12-31,通过,0.1259343677687667,0.33144123151734045,0.37940309661320765,0.14285714285714285,0.8571428571428571,1.8320350441819255
花叶类,销量加权成本,阻尼趋势,近期滚动回测,2023-03-17,2023-03-18,2023-03-24,980,7,2023-03-17,通过,0.08602608430262414,0.23852060165521077,0.1870893697048012,0.5714285714285714,1.0,2.2320444232158354
花叶类,销量加权成本,阻尼趋势,近期滚动回测,2023-03-24,2023-03-25,2023-03-31,987,7,2023-03-24,通过,0.09130448729710332,0.2971751204130969,0.318971943149974,0.42857142857142855,1.0,2.2574112606570185
花叶类,销量加权成本,阻尼趋势,近期滚动回测,2023-03-31,2023-04-01,2023-04-07,994,7,2023-03-31,通过,0.08968783653429672,0.26886049523500877,0.258967495438219,0.42857142857142855,1.0,1.7233678123480973
花叶类,销量加权成本,阻尼趋势,近期滚动回测,2023-04-07,2023-04-08,2023-04-14,1001,7,2023-04-07,通过,0.10150076280529023,0.2994321742361315,0.3210507575299013,0.0,0.8571428571428571,1.12775977760133
花叶类,销量加权成本,阻尼趋势,近期滚动回测,2023-04-14,2023-04-15,2023-04-21,1008,7,2023-04-14,通过,0.12753180968228106,0.3905336656440757,0.2748060571010189,0.0,0.7142857142857143,1.0813127436198346
花叶类,销量加权成本,阻尼趋势,近期滚动回测,2023-04-21,2023-04-22,2023-04-28,1015,7,2023-04-21,通过,0.04876778395408215,0.14487204512982332,0.16331379852211234,0.2857142857142857,1.0,1.0400075702956055
花叶类,销量加权成本,阻尼趋势,近期滚动回测,2023-04-28,2023-04-29,2023-05-05,1022,7,2023-04-28,通过,0.1936650725971891,0.708920398287946,0.18702481353857014,1.0,0.14285714285714285,0.9979382624723661
花叶类,销量加权成本,阻尼趋势,近期滚动回测,2023-05-05,2023-05-06,2023-05-12,1029,7,2023-05-05,通过,0.06556429992945279,0.23391856940048797,0.26923581957548426,1.0,1.0,1.2473623965755039
花叶类,销量加权成本,阻尼趋势,近期滚动回测,2023-05-12,2023-05-13,2023-05-19,1036,7,2023-05-12,通过,0.057239188522783646,0.19469135645607125,0.12039293616610958,0.14285714285714285,1.0,1.327996029161858
花叶类,销量加权成本,阻尼趋势,近期滚动回测,2023-05-19,2023-05-20,2023-05-26,1043,7,2023-05-19,通过,0.053774840442353096,0.1697372444308493,0.20064307334979437,0.42857142857142855,1.0,1.1898354203938903
花叶类,销量加权成本,阻尼趋势,近期滚动回测,2023-05-26,2023-05-27,2023-06-02,1050,7,2023-05-26,通过,0.034476842336436324,0.11813007899622573,0.0775714253487539,1.0,1.0,1.1208670214055712
花叶类,销量加权成本,阻尼趋势,近期滚动回测,2023-06-02,2023-06-03,2023-06-09,1057,7,2023-06-02,通过,0.016771911330482073,0.05899235899787695,0.056655720490031314,0.8571428571428571,1.0,1.1070906469065274
花叶类,销量加权成本,阻尼趋势,近期滚动回测,2023-06-09,2023-06-10,2023-06-16,1064,7,2023-06-09,通过,0.03744574362898207,0.13186127092471342,0.1396546256150014,0.5714285714285714,1.0,1.0059293305282917
