口径,品类,需求模型,折组,训练截止日,测试开始日,测试结束日,训练样本数,测试样本数,使用最大日期,是否伪未来,泄漏检查,加权绝对百分比误差,平均绝对误差,均方根误差,平均绝对尺度误差,百分之十分位损失,百分之五十分位损失,百分之九十分位损失,百分之八十区间覆盖率,百分之八十区间平均宽度,百分之九十区间覆盖率,百分之九十区间平均宽度
正常销售,食用菌,星期加月份及趋势对数回归,八折主要回测,2021-06-30,2021-07-01,2021-07-07,363,7,2021-06-30,是,通过,0.7865152610156734,30.70229736968483,32.50852457955723,1.2052992791382333,3.2912845504682298,15.351148684842414,24.560662061781493,0.0,5.623220991591752,0.0,7.8154653132392395
正常销售,食用菌,同星期最近4次均值,八折主要回测,2022-06-30,2022-07-01,2022-07-07,727,7,2022-06-30,是,通过,0.2097621839604996,5.8133192002550045,7.954436033085956,0.27750225512127386,1.4482268556458926,2.9066596001275022,3.0052211597461898,1.0,44.53448015392083,1.0,58.14427851684092
正常销售,食用菌,同星期最近8次中位数,八折主要回测,2022-06-30,2022-07-01,2022-07-07,727,7,2022-06-30,是,通过,0.2206322778187292,6.11457142857143,8.028425815278396,0.2918827097012408,1.3470186038412313,3.057285714285715,3.426602236387272,1.0,47.73620840228505,1.0,64.23218892146475
正常销售,食用菌,近7日均值,八折主要回测,2022-06-30,2022-07-01,2022-07-07,727,7,2022-06-30,是,通过,0.6523863771089248,18.080142857142867,19.18724272977827,0.8630663899467023,1.047272314295577,9.040071428571434,8.164761242220498,0.7142857142857143,86.88438787270137,1.0,116.55186880498297
正常销售,食用菌,近14日均值,八折主要回测,2022-06-30,2022-07-01,2022-07-07,727,7,2022-06-30,是,通过,0.6523863771089246,18.08014285714286,19.187242729778262,0.8630663899467019,1.0472723142955762,9.04007142857143,8.164761242220496,0.7142857142857143,86.88438787270131,1.0,116.55186880498296
正常销售,食用菌,星期加月份对数回归,八折主要回测,2022-06-30,2022-07-01,2022-07-07,727,7,2022-06-30,是,通过,0.7194486152499509,19.93869614466353,22.135463468578163,0.9517855382995775,1.0355812343555013,9.969348072331766,5.261575656748792,0.42857142857142855,55.497740074891006,1.0,74.77365233952284
正常销售,食用菌,星期加月份及趋势对数回归,八折主要回测,2022-06-30,2022-07-01,2022-07-07,727,7,2022-06-30,是,通过,0.3349222098109905,9.281986276671818,11.290195938301963,0.4430811443603781,1.568765663083965,4.640993138335909,2.421087238502774,0.7142857142857143,16.595067115849442,0.8571428571428571,22.499751560725127
全量净需求,花叶类,同星期最近4次均值,八折主要回测,2021-06-30,2021-07-01,2021-07-07,363,7,2021-06-30,是,通过,0.1293221630204107,21.746149848102448,27.995243021282892,0.5437802591238026,5.65332032973088,10.873074924051224,4.413121257266642,0.8571428571428571,86.76013270917338,1.0,116.11769075871374
全量净需求,花叶类,同星期最近8次中位数,八折主要回测,2021-06-30,2021-07-01,2021-07-07,363,7,2021-06-30,是,通过,0.08716667629497975,14.657499999999995,18.452725049433756,0.3665227731704713,4.829801993890536,7.328749999999998,4.761872631004385,1.0,95.91674624894924,1.0,132.85195942150253
全量净需求,花叶类,近7日均值,八折主要回测,2021-06-30,2021-07-01,2021-07-07,363,7,2021-06-30,是,通过,0.16544613638448882,27.820571428571384,34.550886418234036,0.6956761378944001,3.6026251191970218,13.910285714285692,9.877987346853553,1.0,134.80612466050573,1.0,166.7958038614141
全量净需求,花叶类,近14日均值,八折主要回测,2021-06-30,2021-07-01,2021-07-07,363,7,2021-06-30,是,通过,0.1654461363844891,27.820571428571434,34.550886418234114,0.6956761378944013,3.602625119197014,13.910285714285717,9.87798734685357,1.0,134.80612466050584,1.0,166.79580386141427
全量净需求,花叶类,星期加月份对数回归,八折主要回测,2021-06-30,2021-07-01,2021-07-07,363,7,2021-06-30,是,通过,0.2850679513519607,47.93556063559591,51.315768304329985,1.1986678913620945,7.561214307810752,23.967780317797956,11.078059255631315,0.2857142857142857,108.21779371266793,0.8571428571428571,150.61352016374207
全量净需求,花叶类,星期加月份及趋势对数回归,八折主要回测,2021-06-30,2021-07-01,2021-07-07,363,7,2021-06-30,是,通过,0.42826555301110053,72.01493288578834,73.41917588403949,1.8007922845631605,9.229634059305226,36.00746644289417,41.467925635541576,0.0,46.220867664672724,0.0,65.07068785260697
全量净需求,花叶类,同星期最近4次均值,八折主要回测,2022-06-30,2022-07-01,2022-07-07,727,7,2022-06-30,是,通过,0.15557711972028723,24.047911000009872,26.98544898056796,0.6539544365370621,8.23458822747794,12.023955500004936,4.405172445823148,1.0,126.39760673301087,1.0,159.65344596456956
全量净需求,花叶类,同星期最近8次中位数,八折主要回测,2022-06-30,2022-07-01,2022-07-07,727,7,2022-06-30,是,通过,0.23078615090859014,35.67314285714286,38.630631623659184,0.970088837930222,9.204926414050304,17.83657142857143,4.682520203238499,0.8571428571428571,111.41016474904447,0.8571428571428571,143.709687139135
全量净需求,花叶类,近7日均值,八折主要回测,2022-06-30,2022-07-01,2022-07-07,727,7,2022-06-30,是,通过,0.1600536411073506,24.739857142857144,27.67292098527264,0.6727710917533716,6.985512522881952,12.369928571428572,9.48126738244343,1.0,164.6677990532538,1.0,207.65907405720515
全量净需求,花叶类,近14日均值,八折主要回测,2022-06-30,2022-07-01,2022-07-07,727,7,2022-06-30,是,通过,0.16005364110735049,24.739857142857126,27.67292098527262,0.6727710917533711,6.9855125228819555,12.369928571428563,9.481267382443407,1.0,164.66779905325367,1.0,207.6590740572051
全量净需求,花叶类,星期加月份对数回归,八折主要回测,2022-06-30,2022-07-01,2022-07-07,727,7,2022-06-30,是,通过,0.3819578200804664,59.040093296283594,61.73609926787675,1.6055253591320622,2.720377252228499,29.520046648141797,16.67428451712936,0.8571428571428571,192.60360310606856,1.0,259.49887039884
全量净需求,花叶类,星期加月份及趋势对数回归,八折主要回测,2022-06-30,2022-07-01,2022-07-07,727,7,2022-06-30,是,通过,0.33933081663006137,52.451139939803745,54.73995086920419,1.4263465822477002,8.029277191647358,26.225569969901873,7.993234081348989,0.14285714285714285,74.39894885430981,0.8571428571428571,103.95172424430646
全量净需求,花菜类,同星期最近4次均值,八折主要回测,2021-06-30,2021-07-01,2021-07-07,363,7,2021-06-30,是,通过,0.20715388993812509,9.014508674547452,11.676965329415783,0.4954263169053786,1.9378174959669585,4.507254337273726,1.54971393327229,1.0,34.87531429239248,1.0,50.773323214581794
