分类,模型,变量,系数,经典标准误,经典p值,稳健标准误,稳健p值,稳健95%下限,稳健95%上限
茄类,对数模型,月份_04,0.06892098817236886,0.07819718880481713,0.37832071442298015,0.15229472507531958,0.650967967705665,-0.22992201409036328,0.367763990435101
茄类,对数模型,月份_05,0.1922466870153613,0.08118656744595239,0.01807010376514563,0.15910182288272687,0.22719940199875222,-0.11995366261744939,0.5044470366481719
茄类,对数模型,月份_06,0.2815301232599147,0.0876190913023566,0.0013537389328983104,0.1614736151499736,0.08154344287167443,-0.035324317455413756,0.5983845639752432
茄类,对数模型,月份_07,0.30442319298080517,0.08520288385891069,0.00036934353943982094,0.18417834608082084,0.09866141249308658,-0.05698400524852265,0.665830391210133
茄类,对数模型,月份_08,0.32989501457662984,0.07982615401702033,3.876684841104207e-05,0.17150199021610663,0.054684390685225445,-0.006637781453354141,0.6664278106066138
茄类,对数模型,月份_09,-0.05247984884599224,0.0842774579860186,0.5336172347667013,0.18868211512991015,0.7809614516698461,-0.42272464708715346,0.317764949395169
茄类,对数模型,月份_10,-0.24771731443890144,0.08171296375646696,0.00249375301782772,0.20555047206810048,0.22842538740391838,-0.6510623426988968,0.15562771382109397
茄类,对数模型,月份_11,-0.7880267834868735,0.08219536737591093,6.5324667720415986e-21,0.16954488215709465,3.7877558761830345e-06,-1.120719209813846,-0.455334357159901
茄类,对数模型,月份_12,-0.7902485648710607,0.07825710746293678,6.292600489968868e-23,0.18092235869348497,1.3812006950020458e-05,-1.1452666445955957,-0.43523048514652557
茄类,对数模型,星期_2,-0.07922257609349888,0.059453363810780764,0.1829850160437947,0.038638446555606464,0.040582130448730436,-0.1550415472741153,-0.0034036049128824547
茄类,对数模型,星期_3,-0.06699484249642582,0.05969872026394655,0.2620320082280261,0.04610501826779534,0.14650244518111627,-0.15746522531311152,0.023475540320259905
茄类,对数模型,星期_4,-0.058049240955268026,0.05962139502903741,0.3304681410661196,0.042415810975245834,0.17143012635621085,-0.14128041189032223,0.025181929979786168
茄类,对数模型,星期_5,0.06428272214708522,0.05970782574921403,0.2819013013578334,0.049648747694845716,0.1956963263895745,-0.033141406051541825,0.16170685034571225
茄类,对数模型,星期_6,0.32324518212041986,0.059585554060768306,7.22582776388408e-08,0.047150806815297874,1.2213306206341465e-11,0.2307226823370232,0.4157676819038165
茄类,对数模型,星期_7,0.28999532187964683,0.059377178230878125,1.2046117858162907e-06,0.05758737717894176,5.616026311046583e-07,0.17699347838125876,0.40299716537803487
辣椒类,线性模型,截距,150.49342794525063,7.646252315425451,8.324672185583201e-74,22.633143903536784,4.695823504622277e-11,106.08285708439082,194.90399880611045
辣椒类,线性模型,日平均售价,-4.133429960109801,0.40468608473116185,1.978217998263976e-23,1.226894824643978,0.0007813635853617923,-6.5408330049938606,-1.7260269152257415
辣椒类,线性模型,月份_02,-0.6034977818264611,6.8123747031466655,0.9294256193260325,24.80446934844407,0.980593775021135,-49.27462576829065,48.06763020463772
辣椒类,线性模型,月份_03,-33.83671229626856,6.722080266841093,5.645567665714651e-07,17.828817719085215,0.05798364950429232,-68.82027339822653,1.146848805689423
辣椒类,线性模型,月份_04,-51.9052228932716,6.82988398971316,6.482431322873591e-14,17.91436343355786,0.0038395666528305552,-87.0566411003062,-16.753804686236997
辣椒类,线性模型,月份_05,-62.14216542103679,6.952285519857374,1.7040460789249439e-18,18.830091885934756,0.0009983265229763197,-99.09041854843943,-25.193912293634163
辣椒类,线性模型,月份_06,-71.61119105477731,7.187715077252665,2.0392555273067855e-22,19.763226611791303,0.0003043994470628417,-110.39043355078044,-32.83194855877417
辣椒类,线性模型,月份_07,-61.49526880200585,6.748615705618092,3.896428237235839e-19,17.94406423500506,0.0006334567378145758,-96.70496568004246,-26.285571923969243
辣椒类,线性模型,月份_08,-34.52229121601218,6.973559697312758,8.60155366236614e-07,20.355147059282825,0.09017821751081868,-74.46299519917557,5.418412767151217
辣椒类,线性模型,月份_09,-54.911592134299255,6.840250859316722,2.6079916410397338e-15,18.26585045024097,0.0027069149088431686,-90.75269530633946,-19.070488962259056
辣椒类,线性模型,月份_10,-47.491675348955376,6.81441336452446,5.571333017065017e-12,19.50767859936398,0.015075164283434722,-85.76948361369901,-9.213867084211735
辣椒类,线性模型,月份_11,-56.612703403454205,6.86928579643844,4.954802193597289e-16,20.070208463922615,0.004880286966813005,-95.99430319260145,-17.23110361430696
辣椒类,线性模型,月份_12,-54.64122686113798,6.73969253238588,1.4103973346650616e-15,18.189087538404703,0.0027261934622005474,-90.33170647199198,-18.95074725028398
辣椒类,线性模型,星期_2,-1.7759053758484245,5.060386596838902,0.7257007322878791,2.5573313000586744,0.48755953589796447,-6.793880050511408,3.2420692988145596
辣椒类,线性模型,星期_3,-0.5447005446742036,5.072580536317212,0.9145066554746031,2.9887381546202,0.855420395005837,-6.409178240129246,5.31977715078084
辣椒类,线性模型,星期_4,-0.3739557000382299,5.0721126499175035,0.9412408106219994,3.6480173077900337,0.9183717108970137,-7.532065587014012,6.784154186937553
辣椒类,线性模型,星期_5,11.778034243872304,5.079931482383325,0.02060832772586238,5.250605679561412,0.025090225067619033,1.4753384898742645,22.080729997870343
辣椒类,线性模型,星期_6,32.53026243663938,5.078310292153355,2.240905244865894e-10,3.8571290245767207,1.07632783819514e-16,24.96183523997955,40.098689633299216
辣椒类,线性模型,星期_7,27.288174868357274,5.06037092645661,8.554245947081659e-08,3.813820524142304,1.5528837311479731e-12,19.804727258961925,34.77162247775262
辣椒类,对数模型,截距,5.903862018794717,0.09777158105653035,0.0,0.22762557839363032,2.220965794627592e-115,5.457216960464361,6.350507077125073
辣椒类,对数模型,日平均售价,-0.6346499616294873,0.034532283571898394,9.60005871528e-66,0.0816290078035786,1.7735619056116698e-14,-0.7948217367400592,-0.4744781865189154
